dish,net,Estimated GI
Lamb chop," 100 g
",50.0
 Noodles," 75 g
",55.0
Steamed bun," 90 g
",50.0
Sliced boiled chicken," 75 g
",0.0
Orance juice," 250 ml
",50.0
Chocolate, 10 g,50.0
 Egg fried rice," 100 g
",35.0
Preserved egg," 75 g
",0.0
"Pickled vegetable, shredded pork and green soybean", 30 g,15.0
Orange juice, 150 ml,45.0
Sea cucumber," 25 g
",50.0
Orance juice, 150 ml,50.0
 Rice," 125 g
",70.0
Yellow croaker," 120 g
",50.0
Vegetable, 75 g,20.0
Fish meatball," 50 g
",0.0
Tofu skin rolls with minced pork, 67 g,7.5
Pork rib," 140 g
",0.0
Meatball," 30 g
",50.0
Fish meatball, 50 g,0.0
Pomfret," 120 g
",0.0
Fish meatball, 25 g,0.0
 Steamed bread," 100 g
",75.0
Pork chop," 125 g
",0.0
"Green soybean,shredded pork and pickle"," 40 g
",15.0
Orange, 100 g,45.0
Cake, 25 g,50.0
 Rice," 150 g
",70.0
"Green soybean,pickle and shredded pork"," 30 g
",15.0
Cabbage and carrot," 80 g
",22.5
Chicken, 125 g,0.0
Tomato," 15 g
",50.0
Shredded carrot, 30 g,35.0
Millet,"  50 g
",50.0
Dried bean curd and shredded pork," 100 g
",15.0
Roasted pork, 200 g,0.0
Rice and millet,"  100 g
",70.0
Fried egg," 30 g
",0.0
Sausage," 15 g
",50.0
Cold shredded carrot in sauce," 30 g
",42.5
Milk coffee 1 cup, 250 ml,50.0
Rice with millet," 100 g
",70.0
Fungus and Vegetable," 100 g
",20.0
"Red pepper, tofu and shredded pork"," 100 g
",7.5
Cinnamon fish, 50 g,0.0
Fungus and vegetable," 100 g
",20.0
Shredded cucumber, 30 g,50.0
Coarce grain," 100 g
",50.0
Chinese cabbage and tofu," 60 g
",12.5
"Fungus, day lily and pork meatball"," 100 g
",0.0
Fish ball," 50 g
",0.0
Mixed fried vegetables," 100 g
",20.0
Pigeon soup, 100 g,50.0
Chinese cabbage and tofu," 50 g
",12.5
"Fungus, day lily and pork meatball"," 40 g
",0.0
Fish ball," 40 g
",0.0
Braised pork in brown sauce,   20 g,25.0
Coffee,  250 ml,50.0
Spinach," 80 g
",50.0
"Tofu, red pepper and shredded pork"," 100 g
",7.5
Cold bitter gourd and fungus in sauce," 90 g
",50.0
Steamed leek bun," 30 g
",50.0
Cabbage, 20 g,10.0
"Beijing onion, red pepper and shredded pork"," 100 g
",0.0
Shrimp and green bean, 100 g,30.0
Steamed leek and egg bun," 30 g
",0.0
Cucumber, 20 g,50.0
Braised pork with bamboo shoot," 100 g
",0.0
Fried vegetables," 70 g
",20.0
Chinese cabbage and pigeon soup, 100 g,10.0
Day lily and fungus," 60 g
",50.0
Fried shredded pork and red pepper," 100 g
",0.0
Fried sliced noodles, 100 g,55.0
Shredded bamboo shoot," 30 g
",50.0
"Radish, fungus, day lily and shredded pork"," 100 g
",0.0
Duck meat, 20 g,0.0
Coix seed buckwheat rice," 100 g
",70.0
Shepherd's purse and pork stuffed wonton," 100 g
",30.0
Chinese cabbage and red pepper," 50 g
",10.0
Shredded pork," 60 g
",0.0
Braised pork in brown sauce,  10 g,25.0
Buckwheat pancake," 100 g
",75.0
Shredded carrot," 30 g
",35.0
"Cauliflower, red pepper and sliced pork"," 100 g
",7.5
Fried garlic sprout and shredded potato, 90 g,80.0
Buckwheat noodles," 120 g
",55.0
Fried garlic sprout and shredded potato, 100 g,80.0
Chicken," 30 g
",0.0
Cauliflower and red pepper," 60 g
",15.0
Shredded carrot," 40 g
",35.0
Fried leek sprout with egg, 90 g,0.0
Shredded carrot, 50 g,35.0
Dried radish, 15 g,50.0
Braised pork," 40 g
",0.0
Fried egg with leek,  100 g,0.0
Dried radish," 15 g
",50.0
Fried egg with leek sprout,  100 g,0.0
Fish ball, 10 g,0.0
Almond, 20 g,50.0
Milk, 120 g,50.0
Steamed pork bun," 60 g
",0.0
Soybean milk, 120 g,30.0
Leek scrambled egg," 100 g
",0.0
Cuttlefish and bean," 100 g
",30.0
Rice, 130 g,70.0
Shepherd's purse meatball," 260 g
",50.0
Milk," 150 g
",50.0
Chicken," 70 g
",0.0
Rice, 120 g,70.0
Steamed pork bun, 120 g,0.0
Fish, 300 g,0.0
Deep-fried dough stick, 60 g,50.0
Fish," 250 g
",0.0
Steamed vegetable bun, 60 g,20.0
Vegetable," 300 g
",20.0
Bread, 75 g,75.0
Steamed pork bun, 60 g,0.0
Fried rice noodles, 100 g,62.5
Swimming crab," 200 g
",0.0
Milk, 180 g,50.0
Milk, 150 g,50.0
Vegetable and mushroom," 250 g
",15.0
"Vegetable, chinese cabbage and kelp"," 220 g
",10.0
Hairtail,"  20 g
",50.0
Liquor saturated shrimp, 40 g,50.0
Taro, 50 g,50.0
Hairtail,"  100 g
",50.0
Boiled duck,  50 g,0.0
Chinese cabbage fried with shredded pork," 200 g
",5.0
Fried celery with dried bean curd," 120 g
",30.0
"
Milk", 180 g,50.0
Duck and vermicelli, 380 g,0.0
Chinese chive pockets," 280 g
",50.0
Vegetable and cucumber," 100 g
",20.0
Apple, 100 g,40.0
Pancake," 400 g
",50.0
"Egg, mushroom and vegetable"," 150 g
",7.5
Millet and sweet potato porridge, 100 ml,80.0
Millet porridge," 300g
",50.0
Pancake," 300g
",50.0
Rice," 200 g
",70.0
Corn porridge," 300 g
",50.0
Pig feet," 50 g
",50.0
Red wine," 80 g
",50.0
Vegetable and mushroom," 150 g
",15.0
Crab, 300 g,0.0
Noodles," 300 g
",55.0
Dried fruit," 50 g
",40.0
Chinese chive pockets," 79 g
",50.0
Beef and vermicelli, 100 ml,0.0
Steamed corn bread," 200 g
",75.0
Sweet potato porridge," 200 g
",80.0
Porridge," 200 g
",50.0
Pickle, 50 g,50.0
Dried fruit, 50 g,40.0
Radish and jellyfish," 150 g
",0.0
Bean pod," 150 g
",30.0
Braised chicken feet," 16 g
",0.0
Red wine, 100 g,50.0
Apple, 200 g,40.0
Pancake," 300 g
",50.0
Porridge, 300 g,50.0
Vegetable and potato," 150 g
",80.0
Steamed pork bun," 150 g
",0.0
Oats porridge," 300 g
",50.0
Steamed sbun," 150 g
",50.0
Porridge," 300 g
",50.0
Duck," 150 g
",0.0
 Rice," 250 g
",70.0
Red wine," 50 g
",50.0
Sauerkraut fish," 200 g
",0.0
Bean sprout, 50 g,30.0
Soybean milk," 300 g
",30.0
Crab," 500g
",0.0
Bread," 200 g
",75.0
Millet porridge," 150 g
",50.0
Cauliflower, 150 g,15.0
Bread," 150 g
",75.0
Rice," 250 g
",70.0
Steamed fish, 200 g,0.0
Steamed fish," 50 g
",0.0
Red wine, 50 g,50.0
Vegetable and tofu, 200 g,15.0
Rice in soup," 150 g
",70.0
Mutton, 50 g,50.0
Porridge," 100 g
",50.0
Ginseng wine, 20 g,50.0
Rice," 30 g
",70.0
Preserved egg, 50 g,0.0
Fried rice," 150 g
",70.0
Porridge, 50 g,50.0
Cake, 20 g,50.0
Pigeon, 100 g,50.0
Cauliflower," 95 g
",15.0
Medicago polymorpha," 100 g
",50.0
Braised fish in brown sauce," 400 g
",50.0
Fish head and tofu soup, 100 ml,15.0
Apple, 158 g,40.0
Steamed pork dumplings," 73 g
",0.0
Steamed pumpkin bun," 62 g
",50.0
Sugar free coffee and milk," 160 ml
",50.0
Pear, 30 g,50.0
Sauteed fish," 10 g
",0.0
Sauteed shrimp,"  20 g
",50.0
Sweet and sour spare ribs," 10 g
",50.0
Amaranth," 6 g
",50.0
Vegetable soup," 80 g
",20.0
Fried rice," 20 g
",70.0
White fungus soup," 50 g
",50.0
Grape," 15 g
",50.0
Red date, 15 g,50.0
Rice in soup," 140 g
",70.0
Fermented bean curd, 15 g,30.0
Nut, 25 g,50.0
Pear, 120 g,50.0
Milk," 170 ml
",50.0
Steamed vegetable bun," 137 g
",20.0
Rice cake, 68 g,70.0
Vegetable and rice," 100 g
",70.0
Pig feet," 200 g
",50.0
Orange, 85 g,45.0
Scallion oil noodles," 100 g
",55.0
Cauliflower," 125 g
",15.0
Mushroom soup," 80 g
",15.0
Clam and pork, 20 g,0.0
Apple, 190 g,40.0
Sweet potato soup," 434 g
",80.0
Steamed pork bun," 140 g
",0.0
Orange," 200 g
",45.0
Rice crust, 30 g,70.0
"Celery, lily and bean curd"," 150 g
",30.0
Salted pig feet," 73 g
",50.0
Radish," 180 g
",50.0
Steamed hairtail,"  60 g
",50.0
Sorghum," 100 g
",50.0
Fermented bean curd," 15 g
",30.0
Salted pig feet, 36 g,50.0
Sago," 115 g
",50.0
Coconut," 70 g
",50.0
Blueberry sauce," 14 g
",50.0
Boiled egg, 38 g,0.0
Braised bean curd roll," 98 g
",30.0
Sliced boiled pig stomach," 22 g
",50.0
Braised radish," 150 g
",50.0
Hairtail,"  70 g
",50.0
Salted pig feet," 18 g
",50.0
Rice,"  140 g
",70.0
Vegetable and pork stuffed wonton, 273 g,30.0
Pear, 112 g,50.0
Sweet potato," 160 g
",80.0
Steamed vegetable bun," 135 g
",20.0
Steamed pork dumplings, 60 g,0.0
Sliced boiled pig stomach," 73 g
",50.0
Shredded pork and onion," 138 g
",0.0
Potato soup, 65 g,80.0
Nut," 9 g
",50.0
Apple, 220 g,40.0
Vegetable and pork stuffed wonton, 270 g,30.0
Orange, 58 g,45.0
Corn," 180 g
",50.0
Sweet potato soup," 175 g
",80.0
Stewed pork with preserved bean curd," 52 g
",15.0
Shrimp," 32 g
",50.0
Radish," 116 g
",50.0
Vegetable soup," 370 g
",20.0
Cauliflower," 58 g
",15.0
Rice, 140 g,70.0
Beef soup," 170 g
",0.0
Cauliflower," 70 g
",15.0
Shrimp," 62 g
",50.0
Stewed pork with preserved bean curd," 55 g
",15.0
Sorghum, 105 g,50.0
Steamed pork bun," 130 g
",0.0
Steamed sea cucumber with egg, 80 g,0.0
Rice,"  120 g
",70.0
Fish," 117 g
",0.0
Cow tail soup, 114 g,50.0
Rice in soup," 180 g
",70.0
Salted egg yolk," 20 g
",0.0
Fermented bean curd, 12 g,30.0
Steamed pork dumplings," 75 g
",0.0
Steamed pumpkin bun, 60 g,50.0
Apple, 240 g,40.0
Pork," 31 g
",0.0
Cauliflower," 66 g
",15.0
Cow tail soup," 158 g
",50.0
Shrimp," 121 g
",50.0
Radish, 180 g,50.0
Vegetable and pork stuffed wonton, 340 g,30.0
Peach gum," 150 g
",50.0
Boiled egg," 48 g
",0.0
Shrimp," 20 g
",50.0
Steamed pork dumplings," 78 g
",0.0
Steamed vegetable bun, 109 g,20.0
Rice,"  104 g
",70.0
Steamed yellow croaker," 161 g
",50.0
Cauliflower," 94 g
",15.0
Tofu soup," 178 g
",15.0
Steamed bean curd roll,"  100 g
",30.0
Celery, 74 g,50.0
Dumpling, 280 g,50.0
Red date," 23 g
",50.0
Boiled egg," 30 g
",0.0
Steamed pork dumplings," 76 g
",0.0
Braised radish," 186 g
",50.0
Celery," 63 g
",50.0
"Shepherd's purse, minced pork and tofu soup"," 169 g
",7.5
Rice,"  91 g
",70.0
Fish," 176 g
",0.0
Fried pork rib in ketchup, 85 g,0.0
Rice in soup," 112 g
",70.0
Salted egg yolk," 21 g
",0.0
Soy-preserved radish, 20 g,50.0
Steamed sea cucumber with egg," 118 g
",0.0
Deep-fried dough stick," 28 g
",50.0
Steamed vegetable bun, 140 g,20.0
Apple, 156 g,40.0
Rice," 117 g
",70.0
Chicken feet," 35 g
",0.0
Shrimp,"  41 g
",50.0
Celery and carrot,"  64 g
",35.0
Pig stomachsoup," 172 g
",50.0
Wonton, 168 g,60.0
Boiled egg," 41 g
",0.0
Peach gum," 148 g
",50.0
Red date," 21 g
",50.0
Sweet dumpling, 50 g,50.0
Chicken feet," 32 g
",0.0
Shrimp,"  51 g
",50.0
Pumpkin soup, 289 g,50.0
Salted egg yolk, 20 g,0.0
Steamed vegetable bun," 141 g
",20.0
Peach gum and pumpkin, 200 g,50.0
Sorghum,"120 g
",50.0
Braised water bamboo," 123 g
",50.0
Yellow croaker," 268 g
",50.0
Pig skin and vermicelli soup, 178 g,50.0
Rice in soup," 120 g
",70.0
"
Egg", 55 g,0.0
Water bamboo," 60 g
",50.0
Clam," 60 g
",50.0
Sword bean," 100 g
",30.0
Garlic," 60 g
",50.0
Eel," 60 g
",50.0
Chicken leg," 120 g
",0.0
Fried vegetables," 100 g
",20.0
Chicken nugget," 100 g
",0.0
Pork, 200 g,0.0
Fish soup, 100 ml,0.0
"
Braised sliced bean curd roll"," 50 g
",30.0
"
Chicken leg"," 50 g
",0.0
"
Chicken leg 2 pieces"," 50 g
",0.0
Oat cereal," 100 g
",50.0
"
Egg", 50 g,0.0
Tofu," 110 g
",15.0
Fried egg," 110 g
",0.0
Pork, 70 g,0.0
Biscuit, 200 g,50.0
Crown daisy," 70 g
",50.0
Fried vegetables," 80 g
",20.0
Minced pork steamed with egg,"  80 g
",0.0
Shredded radish," 107g
",50.0
Clam," 80 g
",50.0
Pepino fruit, 10 g,40.0
Vegetable," 134 g
",20.0
Beef," 53g
",0.0
Cauliflower," 134 g
",15.0
Vegetable and pork stuffed wonton, 200 g,30.0
Chinese cabbage and beef," 144 g
",10.0
Millet porridge," 100 ml
",50.0
Fermented bean curd, 5 g,30.0
Water bamboo and sliced pork, 100 g,0.0
Braised beef in brown sauce,"100 g
",50.0
Braised beef in brown sauce," 100 g
",50.0
Green pepper and green soybean," 100 g
",30.0
Salted lettuce," 80 g
",10.0
Braised beef, 120 g,0.0
"
Steamed pork bun"," 60 g
",0.0
Boiled egg, 55 g,0.0
Celery with dried bean curd," 100 g
",30.0
Eel," 100 g
",50.0
Cow tail soup, 150 ml,50.0
Mushroom and cabbage," 100 g
",12.5
Fish meatball," 120 g
",0.0
Shredded pork with pickle and shredded bamboo shoots," 100 g
",0.0
Cow tail soup, 100 ml,50.0
Shredded pork with pickle and shredded bamboo shoots, 120 g,0.0
Tomato," 55 g
",50.0
Bone soup," 100 ml
",50.0
Fried shredded pork with garlic,"  100 g
",0.0
Braised fish in brown sauce, 120 g,50.0
Fried egg with onion," 100 g
",0.0
Steamed fish, 120 g,0.0
Vegetable soup,  100 ml,20.0
Braised potato," 100 g
",80.0
Fried vegetables, 100 g,20.0
Noodles in pig feet soup, 130 g,55.0
Spotted silver carp and tofu soup," 120 g
",15.0
Sliced boiled chicken," 150 g
",0.0
Shredded beef with onion, 100 g,0.0
Steamed pork bun," 70 g
",0.0
Chicken nugget with chestnut," 150 g
",0.0
Fish head soup," 160 g
",0.0
Grapefruit," 100 g
",25.0
Sesame pancake," 100 g
",50.0
Coffee with milk," 300 g
",50.0
Sesame and walnut powder, 20 g,50.0
Orange," 10 g
",45.0
Noodles in bone soup with wax gourd and green soybean, 80 g,42.5
Milk tea, 250 ml,50.0
Grapefruit," 50 g
",25.0
Mixed nuts mooncake," 50 g
",50.0
Oats porridge," 100 ml
",50.0
 Milk, 100 ml,50.0
Kumquat," 50 g
",50.0
Mushroom and vegetable," 270 g
",15.0
Melon seed," 20 g
",50.0
Mushroom and vegetable," 160 g
",15.0
Pork stuffed mooncake," 60 g
",0.0
Walnut, 10 g,50.0
Orange," 80 g
",45.0
Coffee and milk," 300 g
",50.0
 Kumquat," 50 g
",50.0
Sliced boiled chicken," 50 g
",0.0
Braised eggplant," 100 g
",0.0
Grapefruit," 120 g
",25.0
Steamed rice cake," 140 g
",70.0
Eggplant with minced pork," 100 g
",0.0
Dried fruits and nuts, 42 g,40.0
Bean paste mooncake," 50 g
",30.0
Pork stuffed mooncake," 50 g
",0.0
Orange," 65 g
",45.0
Steamed abalone with shark's fin and fish maw in broth," 250 g
",0.0
Millet porridge, 100 g,50.0
Grapefruit," 150 g
",25.0
Coconut bread," 100 g
",75.0
Sesame and walnut powder," 20 g
",50.0
Coffee and milk, 300 g,50.0
Steamed bream," 200 g
",50.0
"Wax gourd, clam and ham"," 200 g
",50.0
Melon seed, 50 g,50.0
Oats porridge," 50 g
",50.0
Red date," 8 g
",50.0
Grapefruit," 80 g
",25.0
"
Sesame and walnut powder", 20 g,50.0
Braised duck in brown sauce and lettuce," 100 g
",50.0
Potato and green bean," 150 g
",55.0
Braised beef noodles, 120 g,55.0
Red date and oats porridge," 100 g
",50.0
Pork stuffed mooncake," 55 g
",0.0
Apple," 200 g
",40.0
Coffee and milk, 300 ml,50.0
Minced pork with egg," 180 g
",0.0
Wax gourd," 280 g
",50.0
Minced pork with egg," 75 g
",0.0
Bream," 50 g
",50.0
 Grapefruit," 140 g
",25.0
Bean paste bread," 100 g
",52.5
Wax gourd and bacon," 150 g
",50.0
Onion and beef," 180 g
",0.0
Nuts, 42 g,50.0
Orange," 100 g
",45.0
"Yam, red date and coix seed powder"," 30 g
",50.0
Puffs," 50 g
",50.0
Yam chips," 50 g
",50.0
 Sausage and cabbage," 400 g
",10.0
 Orange," 200 g
",45.0
"Black fungus, lettuce amd rice cake"," 100 g
",70.0
Pineapple cake, 25 g,40.0
Coffee and milk," 250 g
",50.0
 Lettuce salad," 100 g
",10.0
"Vegetable, quinoa and shrimp soup"," 120 g
",20.0
Goose liver," 40 g
",50.0
Filet steak," 120 g
",50.0
 Apple," 150 g
",40.0
Black fungus an drice cake," 100 g
",70.0
Bean paste mooncake, 60 g,30.0
"Red date, lotus nut and red bean soup"," 100 ml
",30.0
Lotus seed paste mooncake," 60 g
",50.0
Walnut," 10 g
",50.0
Melon seed," 30 g
",50.0
Egg," 60g
",0.0
Sausage and cabbage," 80 g
",10.0
 Mutton," 300 g
",50.0
Orange," 150 g
",45.0
Swiss roll cake," 100 g
",50.0
 Kiwi," 60 g
",50.0
Broccoli," 150 g
",50.0
Fish tail," 100 g
",0.0
Cake," 80 g
",50.0
Scrambled egg with mushroom," 20 g
",7.5
Fried vegetable," 10 g
",20.0
raised pork with tofu skin knot, 10 g,7.5
Vegetable," 5 g
",20.0
Pork floss, 5 g,0.0
Brasied pork with egg," 100 g
",0.0
Laver soup, 50 g,50.0
White fungus soup, 50 g,50.0
"Mushroom, pepper and winter bamboo shoot"," 100 g
",15.0
Radish and pork soup, 50 g,0.0
Egg pancake," 70 g
",0.0
Millet porridge," 110 g
",50.0
Pickled and pork floss, 5 g,0.0
Stir-fried vegetable," 100 g
",20.0
Ginseng fruit," 55 g
",40.0
Crown daisy," 40 g
",50.0
Fried celery with dried bean curd," 40 g
",30.0
Pork soup, 100 g,0.0
Millet porridge," 136 g
",50.0
Vegetable, 44 g,20.0
Hairtail," 43 g
",50.0
Pork soup,  100 g,0.0
Shrimp," 29 g
",50.0
Radish," 46 g
",50.0
Scrambled egg with green pepper," 32 g
",0.0
Tomato soup," 50 g
",50.0
Egg yolk and bean paste crispy, 50 g,15.0
Fried wonton," 147 g
",60.0
Millet porridge, 20 g,50.0
Egg fried rice," 200 g
",35.0
"Bean sprout, fish ball and vermicelli soup", 200 g,30.0
Sugar free coffee," 100 ml
",50.0
Biscuit, 8 g,50.0
Vegetable and rice," 331 g
",70.0
Shrimp, 44 g,50.0
Wonton," 119 g
",60.0
Vegetable and rice, 106 g,70.0
Vegetable and rice," 50 g
",70.0
Fish head soup," 100 g
",0.0
Crab, 260 g,0.0
White fungus, 50 g,50.0
Dumpling, 350 g,50.0
Millet porridge," 400 g
",50.0
Scallion cake," 80 g
",10.0
Shrimp meatball, 50 g,50.0
Fish soup," 80 g
",0.0
Apple, 40 g,40.0
Vegetable," 210 g
",20.0
Cake, 70 g,50.0
Pork tripe," 50 g
",0.0
Fried chinese cabbage," 100 g
",10.0
Hairtail, 20 g,50.0
Pork stuffed sweet dumpling, 80 g,0.0
Pork tripe," 10 g
",0.0
Wonton, 70 g,60.0
Fried yellow croaker," 70 g
",50.0
Fried pomfret," 100 g
",0.0
Soup," 70 g
",50.0
Dumpling," 116 g
",50.0
Fried sliced pork with garlic," 50 g
",0.0
Yellow croaker," 20 g
",50.0
Ginseng fruit, 84 g,40.0
Noodles, 110 g,55.0
Mustard," 60 g
",50.0
Cake, 10 g,50.0
Curry fried chicken," 70 g
",0.0
Cauliflower, 70 g,15.0
Millet porridge," 70 g
",50.0
Dumpling, 70 g,50.0
Fried cauliflower," 100 g
",15.0
Fried cowpea," 50 g
",50.0
Fried mixed vegetables," 70 g
",20.0
Steamed pork dumplings,"  70 g
",0.0
Roasted pork," 70 g
",0.0
Crab meat with beancurd," 100 g
",30.0
Preserved egg porridge," 70 g
",0.0
Steamed vermicelli roll," 70 g
",50.0
Watermelon, 20 g,50.0
 Rice," 70 g
",70.0
Soup, 50 g,50.0
Millet and oats porridge," 100 g
",50.0
Steamed vermicelli roll, 100 g,50.0
Meat dish," 70 g
",50.0
Yellow croaker," 70 g
",50.0
Fried cauliflower, 70 g,15.0
Sweet potato," 110 g
",80.0
Hangzhou cabbage," 51 g
",10.0
Water celery and dried bean," 67 g
",30.0
Radish," 83 g
",50.0
Braised fish," 83.5 g
",0.0
Chicken, 39 g,0.0
 Coffee and milk," 220 g
",50.0
Egg, 57.5 g,0.0
Pine nut, 10 g,50.0
Boiled shrimp," 35 g
",50.0
Dumpling," 151 g
",50.0
Fried celery with dried bean, 113 g,30.0
Puff, 28 g,50.0
Shrimp," 38 g
",50.0
Black pepper beef," 102 g
",7.5
Braised beef in brown sauce," 160 g
",50.0
Fried lettuce, 64.5 g,10.0
Coffee," 70 g
",50.0
Pork floss bread," 104 g
",37.5
Boiled egg, 51 g,0.0
Boiled corn," 265 g
",50.0
Boiled Chinese cabbage," 142 g
",10.0
Braised fish, 110 g,0.0
Buckwheat rice," 90 g
",70.0
Boiled lettuce," 119 g
",10.0
Fried duck egg," 45 g
",0.0
Braised water bamboo, 48 g,50.0
Bread," 108 g
",75.0
Boiled egg, 54 g,0.0
Corn," 127 g
",50.0
Boiled cabbage," 175 g
",10.0
Boiled shrimp," 56 g
",50.0
Fried beef with onion, 142 g,0.0
Corn," 94 g
",50.0
Fried lettuce," 150 g
",10.0
Dried bean," 34 g
",30.0
Braised beef, 28 g,0.0
Sweet potato, 34 g,80.0
 Boiled egg," 58 g
",0.0
Steamed pork dumplings," 80 g
",0.0
Tossed black fungus in sauce,"  70 g
",50.0
Yam," 96 g
",50.0
Beef, 29 g,0.0
Shredded boiled chicken, 35 g,0.0
"
Cucumber scrambled egg", 115 g,0.0
"
Fried cauliflower"," 80 g
",15.0
Sweet potato, 96 g,80.0
 Boiled egg," 50 g
",0.0
Coffee, 290 ml,50.0
Black fungus," 60 g
",50.0
Spaghetti," 60 g
",50.0
Hamburger, 150 g,50.0
Marinated egg," 46 g
",0.0
Milk, 220ml,50.0
Tossed shredded chicken in sauce," 66 g
",50.0
Tossed lettuce in sauce," 154 g
",50.0
Tossed black fungus in sauce," 32 g
",50.0
Tossed yam in sauce," 33 g
",50.0
Beef, 10 g,0.0
Scrambled egg," 29 g
",0.0
Cauliflower," 42 g
",15.0
Sweet potato, 64 g,80.0
Marinated egg," 45 g
",0.0
 Lettuce," 115 g
",10.0
Cucumber scrambled egg," 220 g
",0.0
Black fungus, 43 g,50.0
 Yam," 80 g
",50.0
Marinated egg," 40 g
",0.0
Beef," 17 g
",0.0
Marinated egg," 42 g
",0.0
Beef," 18 g
",0.0
Fried clam with leek," 56 g
",50.0
 Yam," 120 g
",50.0
Black fungus," 62 g
",50.0
Celery, 54 g,50.0
Boiled egg," 45 g
",0.0
Corn," 120 g
",50.0
Shrimp," 31 g
",50.0
Cucumber," 27 g
",50.0
Beef, 25 g,0.0
Crown daisy," 60 g
",50.0
Shredded chicken," 30 g
",0.0
Fried beef with celery," 30 g
",0.0
Corn, 94 g,50.0
Boiled egg," 47 g
",0.0
Beef," 29 g
",0.0
Crown daisy," 88 g
",50.0
Scrambled egg with shrimp," 47 g
",0.0
Red rice, 30 g,70.0
 Red rice," 48 g
",70.0
Spinach," 77 g
",50.0
Scrambled egg," 24 g
",0.0
Fried yellow croaker with leek and mushroom," 26 g
",15.0
Shredded chicken, 41 g,0.0
 Pineapple crisp," 43 g
",40.0
Boiled egg," 61 g
",0.0
Buckwheat and red rice, 36.5 g,70.0
"
Spinach", 77 g,50.0
"
Yam", 85 g,50.0
"
Shredded chicken"," 60 g
",0.0
Noodles," 37 g
",55.0
Lettuce," 92 g
",10.0
Fried king oyster mushroom with green pepper, 49 g,15.0
Lettuce," 90 g
",10.0
Shredded chicken," 56 g
",0.0
Corn, 136 g,50.0
Egg," 47 g
",0.0
Corn," 102 g
",50.0
Spinach," 88 g
",50.0
Shredded chicken," 44 g
",0.0
Taro," 88 g
",50.0
Tomato and potato soup, 124 g,80.0
 Egg roll, 30 g,0.0
Spinach, 120 g,50.0
Ginger soup," 100 ml
",50.0
Red date stuffed with walnut," 15 g
",50.0
Smoked salmon," 100 g
",50.0
"Lotus nut, red bean, poria cocos and orange peel boiled in water"," 30 g
",30.0
Kiwi fruit," 112 g
",40.0
Ginger soaked in sugar and vinegar, 10 g,50.0
Dry-fried pomfret," 55 g
",0.0
Fried mushroom," 79 g
",15.0
Fried chicken slices with onion," 105 g
",0.0
Nut, 26 g,50.0
Poached egg with minced pork," 60 g
",0.0
Braised water bamboo," 60 g
",50.0
Lettuce and beef meatball soup, 100 g,5.0
Ginger soup," 100 g
",50.0
Red date stuffed with walnut,"15 g
",50.0
Cauliflower fried rice," 375 g
",42.5
Camel milk powder, 28 g,50.0
Water bamboo," 105 g
",50.0
Poached egg with minced pork,"  96 g
",0.0
Orange, 222 g,45.0
"Fried lettuce, winter bamboo shoots and fungus"," 100 g
",10.0
Steamed chicken with mushroom," 100 g
",15.0
Fungus and Chinese cabbage soup, 100 g,10.0
Beef tendon in soy sauce," 150 g
",50.0
"Lotus nut, red bean, poria cocos and orange peel"," 30 g
",30.0
Ginger soaked in sugar and vinegar," 10 g
",50.0
Grapefruit, 285 g,25.0
Milk and coffee, 10 ml,50.0
Dry-fried hairtail," 60 g
",50.0
Steamed chicken with mushrooms," 100 g
",15.0
Fried dried beans with leek sprouts," 100 g
",30.0
Radish and pork soup," 100 g
",0.0
Persimmon, 50 g,50.0
Ginger juice," 100 g
",50.0
Walnuts with date," 15 g
",15.0
Dry fried hairtail," 72 g
",50.0
Steamed chicken with mushroom," 112 g
",15.0
Fried dried beans with leek sprouts," 78 g
",30.0
Orange, 208 g,45.0
Beef," 270 g
",0.0
Sour cream," 5 ml
",50.0
Potato," 6 g
",80.0
Onion and mushroom, 15 g,15.0
Chicken wing with scallion oil," 60 g
",5.0
Fried shrimp," 60 g
",50.0
Steamed bassa," 100 g
",50.0
Boiled celery," 60 g
",50.0
Wax gourd and pork soup, 100 g,0.0
Walnuts and date," 15 g
",15.0
Soybean milk, 395 ml,30.0
Chicken wing with scallion oil," 81 g
",5.0
Fried shrimp," 71 g
",50.0
Boiled celery," 93 g
",50.0
Chia seed and oats," 8 g
",50.0
Dekopon, 235 g,50.0
Hairy crab," 375 g
",0.0
Fried cabbage," 50 g
",10.0
Tossed eggplant in sauce," 70 g
",25.0
Black fish fillet soup with coriander and preserved egg, 100 g,0.0
Chicken wing," 40 g
",0.0
Fried shredded pork with leek sprouts," 100 g
",0.0
Fried shrimp with broccoli," 30 g
",50.0
Fried sausage with egg," 60 g
",0.0
Dekopon, 80 g,50.0
Walnut, 31 g,50.0
Tofu skin rolls with minced pork," 60 g
",7.5
Cantonese steamed bassa," 60 g
",50.0
Fried cabbage," 100 g
",10.0
Boiled celery," 100 g
",50.0
Beef and radish soup, 100 ml,0.0
Ginger juice," 100 ml
",50.0
Fried egg," 100 g
",0.0
Oil immersed tuna," 95 g
",50.0
Tofu skin wrap pork," 109 g
",7.5
Fried shrimp," 55 g
",50.0
Sugar free milk tea, 203 g,50.0
 Chinese cabbage," 145 g
",10.0
Matsutake," 100 g
",50.0
Beef slices," 110 g
",0.0
Shanghai smoked pomfret," 90 g
",0.0
