dish,net,Estimated_GI,net_cleaned,Net_Carbs,GL
Milk and egg," 300 g
",30.0,300.0,90.0,27.0
Banana," 100 g
",50.0,100.0,30.0,15.0
Beef," 50 g
",50.0,50.0,15.0,7.5
Lettuce salad, 50 g,50.0,50.0,15.0,7.5
Cucumber, 200 g,50.0,200.0,60.0,30.0
Cucumber," 200 g
",50.0,200.0,60.0,30.0
Sweet potato and purple sweet potato, 150 g,50.0,150.0,45.0,22.5
Corn," 300 g
",50.0,300.0,90.0,45.0
Soybean milk," 150 g
",50.0,150.0,45.0,22.5
Beef, 50 g,50.0,50.0,15.0,7.5
Apple, 150 g,50.0,150.0,45.0,22.5
Milk cereal," 180 g
",50.0,180.0,54.0,27.0
Banana," 100 g
",50.0,100.0,30.0,15.0
Steamed bean curd roll," 50 g
",50.0,50.0,15.0,7.5
Quail egg, 50 g,30.0,50.0,15.0,4.5
Tomato, 200 g,50.0,200.0,60.0,30.0
Soybean milk," 250 ml
",50.0,250.0,75.0,37.5
Beef bun," 100 g
",50.0,100.0,30.0,15.0
Stinky tofu, 80 g,50.0,80.0,24.0,12.0
Millet mung bean porridge," 200 g
",50.0,200.0,60.0,30.0
Pumpkin chicken," 150 g
",50.0,150.0,45.0,22.5
Egg, 50 g,30.0,50.0,15.0,4.5
Coarse grain," 50 g
",40.0,50.0,15.0,6.0
Bean sprout," 50 g
",50.0,50.0,15.0,7.5
Fish," 100 g
",50.0,100.0,30.0,15.0
Razor clam, 100 g,50.0,100.0,30.0,15.0
Boiled chicken and pumpkin pie," 250 g
",50.0,250.0,75.0,37.5
Tomato, 150 g,50.0,150.0,45.0,22.5
Milk," 250 ml
",50.0,250.0,75.0,37.5
Chicken breast," 50 g
",50.0,50.0,15.0,7.5
King oyster mushroom and asparagus," 100 g
",12.5,100.0,30.0,3.75
Corn, 100 g,50.0,100.0,30.0,15.0
Steamed meatfilled bun, 105 g,50.0,105.0,31.5,15.75
Chocolate, 5 g,50.0,5.0,1.5,0.75
Steamed vegetable bun, 105 g,50.0,105.0,31.5,15.75
Mushroom," 50 g
",12.5,50.0,15.0,1.875
Fungus," 100 g
",50.0,100.0,30.0,15.0
Radish," 50 g
",50.0,50.0,15.0,7.5
Oil tofu," 100 g
",50.0,100.0,30.0,15.0
Noodles, 60 g,50.0,60.0,18.0,9.0
Vegetable," 80 g
",50.0,80.0,24.0,12.0
Pork," 15 g
",0.0,15.0,4.5,0.0
Scallops," 60 g
",50.0,60.0,18.0,9.0
Chinese cabbage," 50 g
",15.0,50.0,15.0,2.25
Rice, 75 g,50.0,75.0,22.5,11.25
Steamed vegetable bun," 50 g
",50.0,50.0,15.0,7.5
Lotus nut, 100 g,50.0,100.0,30.0,15.0
Noodles," 60 g
",50.0,60.0,18.0,9.0
Vegetable," 10 g
",50.0,10.0,3.0,1.5
Sea cucumber, 40 g,50.0,40.0,12.0,6.0
"
Abalone", 40 g,50.0,40.0,12.0,6.0
Noodles," 75 g
",50.0,75.0,22.5,11.25
"Mung bean sprouts, egg dumpling, pork, Pleurotus Eryngii and shredded dry bean curd", 150 g,15.0,150.0,45.0,6.75
Steamed vegetable bun," 100 g
",50.0,100.0,30.0,15.0
Egg, 50 g,30.0,50.0,15.0,4.5
Biscuit," 40 g
",50.0,40.0,12.0,6.0
Chocolate, 5 g,50.0,5.0,1.5,0.75
Wonton," 400 g
",72.5,400.0,120.0,87.0
Milk," 100 g
",50.0,100.0,30.0,15.0
Pumpkin, 100 g,50.0,100.0,30.0,15.0
Pigeon," 10 g
",50.0,10.0,3.0,1.5
Beef," 15 g
",50.0,15.0,4.5,2.25
Cucumber," 200 g
",50.0,200.0,60.0,30.0
Mung bean sprouts," 50 g
",50.0,50.0,15.0,7.5
Seaweed, 50 g,50.0,50.0,15.0,7.5
Steamed vegetable bun," 150 g
",50.0,150.0,45.0,22.5
Pumpkin, 150 g,50.0,150.0,45.0,22.5
Egg, 50 g,30.0,50.0,15.0,4.5
Egg, 50 g,30.0,50.0,15.0,4.5
Rice," 75 g
",50.0,75.0,22.5,11.25
Fungus," 100 g
",50.0,100.0,30.0,15.0
Steamed bean curd roll," 50 g
",50.0,50.0,15.0,7.5
Pigeon," 50 g
",50.0,50.0,15.0,7.5
Beef," 50 g
",50.0,50.0,15.0,7.5
Pleurotus Eryngii, 15 g,50.0,15.0,4.5,2.25
Noodles," 50 g
",50.0,50.0,15.0,7.5
Pigeon meat," 50 g
",50.0,50.0,15.0,7.5
Fungus, 100 g,50.0,100.0,30.0,15.0
Milk, 250 ml,50.0,250.0,75.0,37.5
Wontonwonton," 400 g
",72.5,400.0,120.0,87.0
Wax gourd, 50 g,50.0,50.0,15.0,7.5
Rice," 80 g
",50.0,80.0,24.0,12.0
Pigeon meat," 10 g
",50.0,10.0,3.0,1.5
Abalones," 40 g
",50.0,40.0,12.0,6.0
Wax gourd," 40 g
",50.0,40.0,12.0,6.0
Tomato," 50 g
",50.0,50.0,15.0,7.5
Cucumber, 150 g,50.0,150.0,45.0,22.5
Chocolate, 3 g,50.0,3.0,0.8999999999999999,0.44999999999999996
Steamed vegetable bun," 150 g
",50.0,150.0,45.0,22.5
Lotus nut," 200 g
",50.0,200.0,60.0,30.0
Red date," 20 g
",50.0,20.0,6.0,3.0
Egg, 50 g,30.0,50.0,15.0,4.5
Wonton," 50 g
",72.5,50.0,15.0,10.875
Noodles," 20 g
",50.0,20.0,6.0,3.0
Lotus nut, 100 g,50.0,100.0,30.0,15.0
Wax gourd soup," 150 ml
",50.0,150.0,45.0,22.5
Pigeon meat," 10 g
",50.0,10.0,3.0,1.5
Abalone," 15 g
",50.0,15.0,4.5,2.25
Crayfish," 25 g
",50.0,25.0,7.5,3.75
Mung bean sprouts," 10 g
",50.0,10.0,3.0,1.5
Vegetable, 60 g,50.0,60.0,18.0,9.0
Maran beans mixed with dried spices," 30 g
",50.0,30.0,9.0,4.5
Biscuit, 40 g,50.0,40.0,12.0,6.0
Noodles," 60 g
",50.0,60.0,18.0,9.0
Wax gourd," 40 g
",50.0,40.0,12.0,6.0
Pigeon," 10 g
",50.0,10.0,3.0,1.5
Egg, 50 g,30.0,50.0,15.0,4.5
Steamed vegetable bun," 60 g
",50.0,60.0,18.0,9.0
Abalone," 10 g
",50.0,10.0,3.0,1.5
Wax gourd soup, 150 ml,50.0,150.0,45.0,22.5
Noodles," 60 g
",50.0,60.0,18.0,9.0
Asparagus," 250 g
",50.0,250.0,75.0,37.5
Sticky rice cake," 50 g
",50.0,50.0,15.0,7.5
Fried clam with egg, 250 g,30.0,250.0,75.0,22.5
Wonton," 40 g
",72.5,40.0,12.0,8.7
Steamed vegetable bun," 35 g
",50.0,35.0,10.5,5.25
Lotus nut," 100 g
",50.0,100.0,30.0,15.0
Red date," 10 g
",50.0,10.0,3.0,1.5
Skimmed milk, 100ml,50.0,100.0,30.0,15.0
Sliced beef," 40 g
",50.0,40.0,12.0,6.0
Shrimp," 60 g
",50.0,60.0,18.0,9.0
Fungus," 100 g
",50.0,100.0,30.0,15.0
Sliced wax gourd," 50 g
",50.0,50.0,15.0,7.5
Rice, 75 g,50.0,75.0,22.5,11.25
Yogurt," 100 ml
",50.0,100.0,30.0,15.0
Biscuit, 10 g,50.0,10.0,3.0,1.5
Noodles," 50 g
",50.0,50.0,15.0,7.5
Laver and wax gourd soup," 150 ml
",50.0,150.0,45.0,22.5
Sliced beef, 15 g,50.0,15.0,4.5,2.25
Pumpkin," 50 g
",50.0,50.0,15.0,7.5
Beef,"  50 g
",50.0,50.0,15.0,7.5
"Laver, wax gourd and shrimp soup"," 150 ml
",50.0,150.0,45.0,22.5
Rice, 75 g,50.0,75.0,22.5,11.25
Rice," 80 g
",50.0,80.0,24.0,12.0
Yellow croaker," 150 g
",50.0,150.0,45.0,22.5
Fungus," 100 g
",50.0,100.0,30.0,15.0
Mung bean sprouts," 10 g
",50.0,10.0,3.0,1.5
Yogurt," 100 ml
",50.0,100.0,30.0,15.0
Biscuit, 150 g,50.0,150.0,45.0,22.5
Noodles," 60 g
",50.0,60.0,18.0,9.0
"Wax gourd, radish, dried bamboo shoot and dried tofu"," 10 g
",50.0,10.0,3.0,1.5
Mushroom," 15 g
",12.5,15.0,4.5,0.5625
Steamed bean curd roll, 5 g,50.0,5.0,1.5,0.75
Milk, 100 ml,50.0,100.0,30.0,15.0
Noodles," 60 g
",50.0,60.0,18.0,9.0
Fungus," 50 g
",50.0,50.0,15.0,7.5
Pork," 15 g
",0.0,15.0,4.5,0.0
Tomato," 25 g
",50.0,25.0,7.5,3.75
Fungus," 15 g
",50.0,15.0,4.5,2.25
Needle mushroom, 20 g,12.5,20.0,6.0,0.75
Rice," 80 g
",50.0,80.0,24.0,12.0
Crawfish," 15 g
",50.0,15.0,4.5,2.25
Pork," 80 g
",0.0,80.0,24.0,0.0
Mung bean sprouts," 50 g
",50.0,50.0,15.0,7.5
Cucumber," 100 g
",50.0,100.0,30.0,15.0
Fried clam, 100 g,50.0,100.0,30.0,15.0
Noodles," 60 g
",50.0,60.0,18.0,9.0
Cucumber," 50 g
",50.0,50.0,15.0,7.5
Vegetable," 50 g
",50.0,50.0,15.0,7.5
Beef," 50 g
",50.0,50.0,15.0,7.5
Clam," 100 g
",50.0,100.0,30.0,15.0
Bamboo shoots, 5 g,50.0,5.0,1.5,0.75
Green tea, 200 ml,50.0,200.0,60.0,30.0
Noodles," 60 g
",50.0,60.0,18.0,9.0
Crawfish," 210 g
",50.0,210.0,63.0,31.5
Vegetable," 30 g
",50.0,30.0,9.0,4.5
Steamed bean curd roll, 15 g,50.0,15.0,4.5,2.25
Yellow croaker," 150 g
",50.0,150.0,45.0,22.5
Wax gourd and scallops," 100 g
",50.0,100.0,30.0,15.0
Laver soup," 100 ml
",50.0,100.0,30.0,15.0
Eggplant," 40 g
",30.0,40.0,12.0,3.6
Mung bean sprouts, 10 g,50.0,10.0,3.0,1.5
Noodles," 60 g
",50.0,60.0,18.0,9.0
Wax gourd and scallops," 100 g
",50.0,100.0,30.0,15.0
Laver and vegetable soup," 100 ml
",50.0,100.0,30.0,15.0
Fungus and needle mushroom," 100 g
",12.5,100.0,30.0,3.75
Steamed bean curd roll, 10 g,50.0,10.0,3.0,1.5
Wax gourd and abalone," 100 g
",50.0,100.0,30.0,15.0
Vegetable soup," 100ml
",50.0,100.0,30.0,15.0
Fish," 100 g
",50.0,100.0,30.0,15.0
Milk," 200 ml
",50.0,200.0,60.0,30.0
Steamed bean curd roll," 10 g
",50.0,10.0,3.0,1.5
Noodles, 60 g,50.0,60.0,18.0,9.0
Vegetable," 10 g
",50.0,10.0,3.0,1.5
Steamed bean curd roll," 50 g
",50.0,50.0,15.0,7.5
Mushroom," 30 g
",12.5,30.0,9.0,1.125
Pigeon meat," 50 g
",50.0,50.0,15.0,7.5
Abalone," 20 g
",50.0,20.0,6.0,3.0
Rice, 50 g,50.0,50.0,15.0,7.5
Yogurt, 100 ml,50.0,100.0,30.0,15.0
Noodles," 60 g
",50.0,60.0,18.0,9.0
Vegetable and pigeon soup," 150 ml
",50.0,150.0,45.0,22.5
Wax gourd," 50 g
",50.0,50.0,15.0,7.5
Pigeon meat," 10 g
",50.0,10.0,3.0,1.5
Abalone, 15 g,50.0,15.0,4.5,2.25
Bread," 60g
",50.0,60.0,18.0,9.0
Tomato, 50g,50.0,50.0,15.0,7.5
Steamed bread," 150 g
",50.0,150.0,45.0,22.5
Coffee, 200 ml,50.0,200.0,60.0,30.0
Rice," 50g
",50.0,50.0,15.0,7.5
Vegetable, 100g,50.0,100.0,30.0,15.0
Rice in soup," 100 g
",50.0,100.0,30.0,15.0
Egg," 50 g
",30.0,50.0,15.0,4.5
Pickle, 30 g,50.0,30.0,9.0,4.5
Fish," 40 g
",50.0,40.0,12.0,6.0
Pork," 50 g
",0.0,50.0,15.0,0.0
Bitter gourd and carrot," 100 g
",40.0,100.0,30.0,12.0
Yellow rice wine," 50 ml
",50.0,50.0,15.0,7.5
Buckwheat bread, 80 g,50.0,80.0,24.0,12.0
 Whole wheat bread, 40 g,50.0,40.0,12.0,6.0
Fish," 40 g
",50.0,40.0,12.0,6.0
Bitter gourd and carrot," 50 g
",40.0,50.0,15.0,6.0
Rice, 50 g,50.0,50.0,15.0,7.5
Rice in soup," 50 g
",50.0,50.0,15.0,7.5
Egg," 50 g
",30.0,50.0,15.0,4.5
Pickle, 30 g,50.0,30.0,9.0,4.5
Buckwheat bread," 80 g
",50.0,80.0,24.0,12.0
Fish," 60 g
",50.0,60.0,18.0,9.0
Yellow rice wine," 50 ml
",50.0,50.0,15.0,7.5
Cabbage, 50 g,50.0,50.0,15.0,7.5
 Whole wheat bread, 40 g,50.0,40.0,12.0,6.0
Rice," 50 g
",50.0,50.0,15.0,7.5
Fish," 80 g
",50.0,80.0,24.0,12.0
Vegetable, 50 g,50.0,50.0,15.0,7.5
Rice in soup," 50 g
",50.0,50.0,15.0,7.5
Pickle, 30 g,50.0,30.0,9.0,4.5
Buckwheat bread," 80 g
",50.0,80.0,24.0,12.0
Fish," 40 g
",50.0,40.0,12.0,6.0
Vegetable,"100g
",50.0,100.0,30.0,15.0
Asparagus," 100 g
",50.0,100.0,30.0,15.0
Yellow rice wine, 50 ml,50.0,50.0,15.0,7.5
Whole wheat bread, 40 g,50.0,40.0,12.0,6.0
Rice," 50 g
",50.0,50.0,15.0,7.5
Vegetable, 50 g,50.0,50.0,15.0,7.5
Rice in soup," 50 g
",50.0,50.0,15.0,7.5
Pickle, 30 g,50.0,30.0,9.0,4.5
 Buckwheat steamed bun," 80 g
",50.0,80.0,24.0,12.0
Fish," 40 g
",50.0,40.0,12.0,6.0
Vegetable," 80 g
",50.0,80.0,24.0,12.0
Yellow rice wine, 50 ml,50.0,50.0,15.0,7.5
 Bread, 40 g,50.0,40.0,12.0,6.0
 Rice," 50 g
",50.0,50.0,15.0,7.5
Vegetable," 50 g
",50.0,50.0,15.0,7.5
Fish," 40 g
",50.0,40.0,12.0,6.0
Meatball, 40 g,50.0,40.0,12.0,6.0
Rice in soup," 50 g
",50.0,50.0,15.0,7.5
Pickle, 30 g,50.0,30.0,9.0,4.5
Buckwheat bread," 80 g
",50.0,80.0,24.0,12.0
Vegetable," 100 g
",50.0,100.0,30.0,15.0
Yellow rice wine, 50 ml,50.0,50.0,15.0,7.5
Rice," 50 g
",50.0,50.0,15.0,7.5
Fish," 40 g
",50.0,40.0,12.0,6.0
Vegetable," 50 g
",50.0,50.0,15.0,7.5
Meatball, 40 g,50.0,40.0,12.0,6.0
Rice in soup," 50 g
",50.0,50.0,15.0,7.5
Pickle, 30 g,50.0,30.0,9.0,4.5
Buckwheat bread," 80 g
",50.0,80.0,24.0,12.0
Fish," 40 g
",50.0,40.0,12.0,6.0
Meatball," 40 g
",50.0,40.0,12.0,6.0
Vegetable," 100 g
",50.0,100.0,30.0,15.0
Yellow rice wine, 250 ml,50.0,250.0,75.0,37.5
 Bread, 40 g,50.0,40.0,12.0,6.0
 Rice," 50 g
",50.0,50.0,15.0,7.5
Meatball," 40 g
",50.0,40.0,12.0,6.0
Fish," 40 g
",50.0,40.0,12.0,6.0
Vegetable, 80 g,50.0,80.0,24.0,12.0
Rice in soup," 50 g
",50.0,50.0,15.0,7.5
Pickle, 30 g,50.0,30.0,9.0,4.5
 Buckwheat bread," 80 g
",50.0,80.0,24.0,12.0
Asparagus," 50 g
",50.0,50.0,15.0,7.5
Fish," 40 g
",50.0,40.0,12.0,6.0
Meatball," 40 g
",50.0,40.0,12.0,6.0
Yellow rice wine, 50 ml,50.0,50.0,15.0,7.5
 Bread, 40 g,50.0,40.0,12.0,6.0
 Rice," 50 g
",50.0,50.0,15.0,7.5
Fish," 40 g
",50.0,40.0,12.0,6.0
Meatball," 40 g
",50.0,40.0,12.0,6.0
Vegetable, 50 g,50.0,50.0,15.0,7.5
Rice in soup," 50 g
",50.0,50.0,15.0,7.5
Pickle, 30 g,50.0,30.0,9.0,4.5
 Buckwheat bread," 80 g
",50.0,80.0,24.0,12.0
Fish," 40 g
",50.0,40.0,12.0,6.0
Meatball," 40 g
",50.0,40.0,12.0,6.0
Vegetable," 100 g
",50.0,100.0,30.0,15.0
Yellow rice wine, 50 ml,50.0,50.0,15.0,7.5
 Bread, 40 g,50.0,40.0,12.0,6.0
Rice," 50 g
",50.0,50.0,15.0,7.5
Fish," 40 g
",50.0,40.0,12.0,6.0
Meatball," 40 g
",50.0,40.0,12.0,6.0
Vegetable, 50 g,50.0,50.0,15.0,7.5
Rice in soup," 50 g
",50.0,50.0,15.0,7.5
Pickle, 30 g,50.0,30.0,9.0,4.5
 Buckwheat bread," 80 g
",50.0,80.0,24.0,12.0
Yellow rice wine," 50 ml
",50.0,50.0,15.0,7.5
Fish," 60 g
",50.0,60.0,18.0,9.0
Vegetable," 50 g
",50.0,50.0,15.0,7.5
Beef, 20 g,50.0,20.0,6.0,3.0
 Bread, 40 g,50.0,40.0,12.0,6.0
 Rice," 50 g
",50.0,50.0,15.0,7.5
Fish," 40 g
",50.0,40.0,12.0,6.0
Beef," 40 g
",50.0,40.0,12.0,6.0
Vegetable, 50 g,50.0,50.0,15.0,7.5
Rice in soup," 50 g
",50.0,50.0,15.0,7.5
Pickle, 30 g,50.0,30.0,9.0,4.5
 Buckwheat bread," 80 g
",50.0,80.0,24.0,12.0
Yellow rice wine," 50 ml
",50.0,50.0,15.0,7.5
Meatball," 40 g
",50.0,40.0,12.0,6.0
Asparagus," 50 g
",50.0,50.0,15.0,7.5
Beef, 20 g,50.0,20.0,6.0,3.0
 Bread, 40 g,50.0,40.0,12.0,6.0
 Rice," 50 g
",50.0,50.0,15.0,7.5
Meatball," 40 g
",50.0,40.0,12.0,6.0
Beef," 40 g
",50.0,40.0,12.0,6.0
Asparagus, 50 g,50.0,50.0,15.0,7.5
Rice in soup," 50 g
",50.0,50.0,15.0,7.5
Pickle, 30 g,50.0,30.0,9.0,4.5
Buckwheat bread," 80 g
",50.0,80.0,24.0,12.0
Yellow rice wine," 50 ml
",50.0,50.0,15.0,7.5
Meatball," 40 g
",50.0,40.0,12.0,6.0
Herring," 60 g
",50.0,60.0,18.0,9.0
Crown daisy, 100 g,50.0,100.0,30.0,15.0
Bread, 40 g,50.0,40.0,12.0,6.0
Rice," 50 g
",50.0,50.0,15.0,7.5
Fish," 60 g
",50.0,60.0,18.0,9.0
Crown daisy, 500 g,50.0,500.0,150.0,75.0
Milk," 220 ml
",50.0,220.0,66.0,33.0
Egg," 70 g
",30.0,70.0,21.0,6.3
Black sesame and walnut cereal paste, 300 ml,50.0,300.0,90.0,45.0
 Buckwheat pancake with egg, 70 g,30.0,70.0,21.0,6.3
 Fried bean sprouts with leek," 100 g
",50.0,100.0,30.0,15.0
Shredded pork with garlic," 100 g
",0.0,100.0,30.0,0.0
Beef," 100 g
",50.0,100.0,30.0,15.0
Tomato soup, 120 g,50.0,120.0,36.0,18.0
 Milk," 220 ml
",50.0,220.0,66.0,33.0
Egg," 70 g
",30.0,70.0,21.0,6.3
Black sesame and walnut cereal paste, 300 ml,50.0,300.0,90.0,45.0
Coarse grain pancake," 120 g
",40.0,120.0,36.0,14.4
Tomato and wax gourd soup, 100 g,50.0,100.0,30.0,15.0
Steamed vegetable bun," 120 g
",50.0,120.0,36.0,18.0
Radish, 50 g,50.0,50.0,15.0,7.5
Milk," 200 ml
",50.0,200.0,60.0,30.0
Steamed vegetable bun,"  50 g
",50.0,50.0,15.0,7.5
Black sesame and walnut paste, 300 ml,50.0,300.0,90.0,45.0
Celery," 70 g
",50.0,70.0,21.0,10.5
Fish," 100 g
",50.0,100.0,30.0,15.0
Radish, 50 g,50.0,50.0,15.0,7.5
Egg," 70 g
",30.0,70.0,21.0,6.3
Black sesame and walnut cereal paste, 300 ml,50.0,300.0,90.0,45.0
 Mushroom soup," 100 g
",12.5,100.0,30.0,3.75
Pancake, 120 g,50.0,120.0,36.0,18.0
Crucian carp and radish soup," 130 g
",50.0,130.0,39.0,19.5
Cabbage, 100 g,50.0,100.0,30.0,15.0
Egg," 70 g
",30.0,70.0,21.0,6.3
Black sesame and walnut cereal paste," 300 ml
",50.0,300.0,90.0,45.0
Rye bread, 50 g,50.0,50.0,15.0,7.5
Wonton, 280 g,72.5,280.0,84.0,60.9
Shredded carrot," 50 g
",40.0,50.0,15.0,6.0
Pumpkin, 120 g,50.0,120.0,36.0,18.0
Egg," 70 g
",30.0,70.0,21.0,6.3
Black sesame and walnut cereal paste," 300 ml
",50.0,300.0,90.0,45.0
Rye bread, 50 g,50.0,50.0,15.0,7.5
Shrimps," 20 g
",50.0,20.0,6.0,3.0
Poached egg," 50 g
",30.0,50.0,15.0,4.5
Shredded carrot, 60 g,40.0,60.0,18.0,7.2
Egg," 70 g
",30.0,70.0,21.0,6.3
Black sesame and  walnut cereal paste," 300 ml
",50.0,300.0,90.0,45.0
Rye bread, 50 g,50.0,50.0,15.0,7.5
Noodles and spinach soup 1 bowl, 200 g,50.0,200.0,60.0,30.0
Mutton," 30 g
",50.0,30.0,9.0,4.5
Goose feet," 20 g
",50.0,20.0,6.0,3.0
Peanuts," 20 g
",50.0,20.0,6.0,3.0
Fish," 45 g
",50.0,45.0,13.5,6.75
Dumpling, 45 g,50.0,45.0,13.5,6.75
Black sesame and walnut cereal paste," 300 ml
",50.0,300.0,90.0,45.0
Rye bread, 50 g,50.0,50.0,15.0,7.5
 Mutton noodle soup, 150 g,50.0,150.0,45.0,22.5
 Beef," 100 g
",50.0,100.0,30.0,15.0
Spring roll," 30 g
",50.0,30.0,9.0,4.5
Towel gourd," 50 g
",50.0,50.0,15.0,7.5
Orange 1, 60 g,50.0,60.0,18.0,9.0
Egg," 70 g
",30.0,70.0,21.0,6.3
Black sesame and walnut cereal paste," 300 ml
",50.0,300.0,90.0,45.0
Rye bread, 50 g,50.0,50.0,15.0,7.5
 Steamed bread," 30 g
",50.0,30.0,9.0,4.5
Shredded lettuce," 50 g
",50.0,50.0,15.0,7.5
Laver soup, 100 g,50.0,100.0,30.0,15.0
Vegetable," 100 g
",50.0,100.0,30.0,15.0
Shredded radish," 50 g
",50.0,50.0,15.0,7.5
Yam, 30 g,50.0,30.0,9.0,4.5
Egg," 70 g
",30.0,70.0,21.0,6.3
Black sesame and walnut cereal paste," 300 ml
",50.0,300.0,90.0,45.0
Steamed bread, 50 g,50.0,50.0,15.0,7.5
Wonton, 300 g,72.5,300.0,90.0,65.25
Egg," 70 g
",30.0,70.0,21.0,6.3
Black sesame and walnut cereal paste, 300 ml,50.0,300.0,90.0,45.0
 Noodles, 100 g,50.0,100.0,30.0,15.0
Taro," 50 g
",50.0,50.0,15.0,7.5
Garlic," 50 g
",50.0,50.0,15.0,7.5
Chicken feet, 100 g,50.0,100.0,30.0,15.0
Egg," 70 g
",30.0,70.0,21.0,6.3
Black sesame and walnut cereal paste," 300 ml
",50.0,300.0,90.0,45.0
Steamed bun, 100 g,50.0,100.0,30.0,15.0
 Dumpling, 180 g,50.0,180.0,54.0,27.0
Chicken feet," 50 g
",50.0,50.0,15.0,7.5
Taro," 50 g
",50.0,50.0,15.0,7.5
Fried rice with egg, 100 g,30.0,100.0,30.0,9.0
Egg," 70 g
",30.0,70.0,21.0,6.3
Black sesame and walnut cereal paste, 300 ml,50.0,300.0,90.0,45.0
Pancake," 100 g
",50.0,100.0,30.0,15.0
Egg soup, 120 g,30.0,120.0,36.0,10.8
Crab," 150 g
",50.0,150.0,45.0,22.5
Taro, 60 g,50.0,60.0,18.0,9.0
"
Wax gourd soup", 100 g,50.0,100.0,30.0,15.0
Beef with green pepper," 100 g
",50.0,100.0,30.0,15.0
Cucumber," 100 g
",50.0,100.0,30.0,15.0
Noodles, 150 g,50.0,150.0,45.0,22.5
 Milk, 150 ml,50.0,150.0,45.0,22.5
Dendrobium candidum, 25 ml,50.0,25.0,7.5,3.75
Rice," 70 g
",50.0,70.0,21.0,10.5
Pastry," 130 g
",50.0,130.0,39.0,19.5
Beef," 100 g
",50.0,100.0,30.0,15.0
Vegetable," 100 g
",50.0,100.0,30.0,15.0
Fish," 50 g
",50.0,50.0,15.0,7.5
Cucumber, 50 g,50.0,50.0,15.0,7.5
Braised pork in brown sauce,"  50 g
",0.0,50.0,15.0,0.0
Shredded beef," 50 g
",50.0,50.0,15.0,7.5
Steamed gluten, 50 g,50.0,50.0,15.0,7.5
Milk, 200 ml,50.0,200.0,60.0,30.0
Milk," 250 ml
",50.0,250.0,75.0,37.5
Egg," 50 g
",30.0,50.0,15.0,4.5
Bread," 100 g
",50.0,100.0,30.0,15.0
Dendrobium candidum," 25 ml
",50.0,25.0,7.5,3.75
Peanut, 50 g,50.0,50.0,15.0,7.5
Apple, 250 g,50.0,250.0,75.0,37.5
Mung bean sprouts," 400 g
",50.0,400.0,120.0,60.0
Fungus," 150 g
",50.0,150.0,45.0,22.5
Three yellow chicken," 150 g
",50.0,150.0,45.0,22.5
Duck gizzards," 8g
",50.0,8.0,2.4,1.2
Rice, 100 g,50.0,100.0,30.0,15.0
Wonton," 125 g
",72.5,125.0,37.5,27.1875
Three yellow chicken," 150 g
",50.0,150.0,45.0,22.5
Lettuce, 50 g,50.0,50.0,15.0,7.5
Milk, 200 ml,50.0,200.0,60.0,30.0
Milk," 250 ml
",50.0,250.0,75.0,37.5
Egg," 50 g
",30.0,50.0,15.0,4.5
Bread," 100 g
",50.0,100.0,30.0,15.0
Dendrobium candidum," 25 ml
",50.0,25.0,7.5,3.75
Peanut, 50 g,50.0,50.0,15.0,7.5
Cucumber," 300 g
",50.0,300.0,90.0,45.0
Fungus," 100 g
",50.0,100.0,30.0,15.0
Braised pork in brown sauce,"  30 g
",0.0,30.0,9.0,0.0
Rice," 75 g
",50.0,75.0,22.5,11.25
Bamboo shoots, 50 g,50.0,50.0,15.0,7.5
Cucumber," 150 g
",50.0,150.0,45.0,22.5
Black fungus," 100 g
",50.0,100.0,30.0,15.0
Braised pork in brown sauce,"  20 g
",0.0,20.0,6.0,0.0
Rice, 100 g,50.0,100.0,30.0,15.0
Milk," 200 ml
",50.0,200.0,60.0,30.0
Biscuit, 50g,50.0,50.0,15.0,7.5
Bread," 100 ml
",50.0,100.0,30.0,15.0
Milk," 250 ml
",50.0,250.0,75.0,37.5
Egg," 50 g
",30.0,50.0,15.0,4.5
Peanut, 50 g,50.0,50.0,15.0,7.5
Tomato and sliced fish," 100 g
",50.0,100.0,30.0,15.0
Broccoli," 50 g
",50.0,50.0,15.0,7.5
Cucumber," 300 g
",50.0,300.0,90.0,45.0
Pork, 30 g,0.0,30.0,9.0,0.0
Tomato and sliced fish," 50 g
",50.0,50.0,15.0,7.5
Broccoli," 50 g
",50.0,50.0,15.0,7.5
Cucumber," 200 g
",50.0,200.0,60.0,30.0
Braised pork in brown sauce,  20 g,0.0,20.0,6.0,0.0
Steamed bread," 80 g
",50.0,80.0,24.0,12.0
Milk," 300 ml
",50.0,300.0,90.0,45.0
Salted duck egg, 25 g,30.0,25.0,7.5,2.25
Rice,"  50 g
",50.0,50.0,15.0,7.5
Crown daisy, 90 g,50.0,90.0,27.0,13.5
"
Kelp"," 10g
",50.0,10.0,3.0,1.5
Carrot," 50g
",40.0,50.0,15.0,6.0
Shrimp skin," 100 g
",50.0,100.0,30.0,15.0
Mushroom, 100 g,12.5,100.0,30.0,3.75
"
Crab cream", 90 g,50.0,90.0,27.0,13.5
Rice, 50g,50.0,50.0,15.0,7.5
"
Cucumber"," 50 g
",50.0,50.0,15.0,7.5
Carrot," 40g
",40.0,40.0,12.0,4.8
Mushroom,"  10 g
",12.5,10.0,3.0,0.375
Shrimp skin, 100 g,50.0,100.0,30.0,15.0
Fermented milk," 135 g
",50.0,135.0,40.5,20.25
Egg," 50 g
",30.0,50.0,15.0,4.5
